"proteinID"	"species"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"
"SRRT_HUMAN"	"HUMAN"	NA	NA	NA	61195.5	NA	68991.5
"SRSF1_HUMAN"	"HUMAN"	322992.666666667	328927	378611	288078.666666667	278488.333333333	290456.333333333
"SRSF2_HUMAN"	"HUMAN"	71150.3333333333	58258.5	65293	50324.5	67061.5	52543.5
"SSRP1_HUMAN"	"HUMAN"	NA	NA	NA	74817.5	73442	72086
"STAT1_HUMAN"	"HUMAN"	105398.333333333	92019.3333333333	89342.3333333333	69248	72113.5	85559
"STAT3_HUMAN"	"HUMAN"	48352	57239.5	34691	12438.3333333333	NA	40595.3333333333
"STIP1_HUMAN"	"HUMAN"	338473.666666667	324527	315016.333333333	232479.333333333	247979	221049
"STML2_HUMAN"	"HUMAN"	147559.5	146200	153943	123515.5	111972	111669
"STMN1_HUMAN"	"HUMAN"	400937	304176	313522.5	380414	393074.5	297725
"STOM_HUMAN"	"HUMAN"	65260	NA	29111.5	NA	NA	NA
"STRAP_HUMAN"	"HUMAN"	215201	210498	202495	250515.666666667	280775	247107
"SUCB1_HUMAN"	"HUMAN"	20104.6666666667	24138.3333333333	23793.3333333333	18130.3333333333	NA	NA
"SUCB2_HUMAN"	"HUMAN"	101536	94324	78894	NA	NA	NA
"SUCC_ECOLI"	"ECOLI"	NA	NA	NA	129646	105689.5	115032.5
"SUGP2_HUMAN"	"HUMAN"	21382.5	20845.5	NA	26267.5	23510	24924
"SYA_ECOLI"	"ECOLI"	NA	NA	NA	95684.3333333333	150964	162608.5
"SYAC_HUMAN"	"HUMAN"	249686.333333333	246161	1715261	205615	223939.333333333	229584.333333333
"SYCC_HUMAN"	"HUMAN"	47027.6666666667	41585.3333333333	41467.3333333333	22850	26927.5	53749.5
"SYD_ECOLI"	"ECOLI"	NA	11242.5	NA	89941	82305.3333333333	102493.333333333
"SYDC_HUMAN"	"HUMAN"	165248.333333333	147084.333333333	141100	177295.333333333	166300	162092
"SYE_ECOLI"	"ECOLI"	NA	NA	NA	118957.666666667	112133.666666667	113200.666666667
"SYEP_HUMAN"	"HUMAN"	352529.333333333	318608	347161.333333333	317688	317029.666666667	326576.333333333
"SYFB_ECOLI"	"ECOLI"	NA	7880.5	NA	138672.666666667	122874.333333333	125785.666666667
"SYG_HUMAN"	"HUMAN"	395354.333333333	379212.333333333	344294.333333333	375806	340754.666666667	368180
"SYGB_ECOLI"	"ECOLI"	31470.5	33217.5	33598.5	291524.333333333	252882	308090.333333333
"SYHC_HUMAN"	"HUMAN"	194629.5	134447	161103	87699.6666666667	NA	NA
"SYI_ECOLI"	"ECOLI"	16788.5	17379.5	16426	175291.333333333	93357.3333333333	101089.333333333
"SYIC_HUMAN"	"HUMAN"	317646.333333333	282669	274612	245338.333333333	224283.666666667	247325
"SYIM_HUMAN"	"HUMAN"	45752	45625.3333333333	46599.3333333333	71772	74028.6666666667	93543.3333333333
"SYK_HUMAN"	"HUMAN"	20711	24645	20903.3333333333	38129	32053	40475.3333333333
"SYK1_ECOLI"	"ECOLI"	16175	18590	16227.3333333333	124584.333333333	182986	127791.333333333
"SYK2_ECOLI"	"ECOLI"	NA	NA	NA	446847	434466	436272
"SYL_ECOLI"	"ECOLI"	NA	NA	NA	285566.666666667	241945.666666667	301402.666666667
"SYLC_HUMAN"	"HUMAN"	154853.666666667	130399	104835	135255.666666667	141242.333333333	117083.666666667
"SYLM_HUMAN"	"HUMAN"	NA	31963	22335	17609	NA	NA
"SYM_ECOLI"	"ECOLI"	NA	NA	NA	87171	78890	88876.5
"SYMC_HUMAN"	"HUMAN"	147769.666666667	151333.333333333	138349	116225	75973.6666666667	117190.333333333
"SYN_ECOLI"	"ECOLI"	NA	NA	NA	85047.6666666667	69705.6666666667	74265
"SYNC_HUMAN"	"HUMAN"	141669	NA	134235	NA	273818	309380.5
"SYNE1_HUMAN"	"HUMAN"	55063.6666666667	48309	49422	24018.3333333333	44620	46958.3333333333
"SYNE2_HUMAN"	"HUMAN"	35207	36396.6666666667	22848	17978.3333333333	19969	10067
"SYP_ECOLI"	"ECOLI"	10403.5	10765.6666666667	9532.5	207957	223109	196214.666666667
"SYRC_HUMAN"	"HUMAN"	189820.333333333	183302.333333333	181514	218964	213737.666666667	214398.333333333
"SYSC_HUMAN"	"HUMAN"	14509.3333333333	14141.6666666667	19257.6666666667	NA	NA	NA
"SYT_ECOLI"	"ECOLI"	NA	NA	NA	112176.666666667	163637	103707.666666667
"SYTC_HUMAN"	"HUMAN"	385394.333333333	355678	358564.666666667	365381	344234.666666667	370081.333333333
"SYUA_HUMAN"	"HUMAN"	269450	245726.666666667	237589	209191.666666667	191082	220696
"SYUG_HUMAN"	"HUMAN"	18841.5	16954.6666666667	17717.5	23817	25301.5	25696.5
"SYV_ECOLI"	"ECOLI"	NA	NA	NA	75192.3333333333	93868.3333333333	78684
"SYVC_HUMAN"	"HUMAN"	91345.6666666667	97441.3333333333	99792.6666666667	160789.666666667	148182	72487.3333333333
"SYWC_HUMAN"	"HUMAN"	180639	203682	209881.5	198831.5	242642	136780.333333333
"SYY_ECOLI"	"ECOLI"	NA	NA	NA	209987	267894	186533.666666667
"SYYC_HUMAN"	"HUMAN"	171274.666666667	157711	180282.333333333	137950.333333333	154945.666666667	146216.333333333
"SZT2_HUMAN"	"HUMAN"	NA	NA	NA	16762.3333333333	15228	15089.6666666667
"TADBP_HUMAN"	"HUMAN"	259469	270967	NA	215564.5	255940.5	168845
"TAGL2_HUMAN"	"HUMAN"	921353	909228	993466.666666667	907289.666666667	908054.666666667	923619
"TALA_ECOLI"	"ECOLI"	NA	NA	58196.5	279567	272324.666666667	256177.666666667
"TALB_ECOLI"	"ECOLI"	69025.3333333333	57597.3333333333	58070	463959	410443.666666667	467291.333333333
"TALDO_HUMAN"	"HUMAN"	173245.666666667	172382.333333333	167582.666666667	130024.666666667	148040	NA
"TAP2_HUMAN"	"HUMAN"	NA	NA	NA	10937.5	11906	11845.5
"TBA1A_HUMAN"	"HUMAN"	254095	291368.5	280323	187599.666666667	181258.666666667	189773.666666667
"TBA1C_HUMAN"	"HUMAN"	139322	131358.5	111597.5	111235.5	74591.5	116944.5
"TBA4A_HUMAN"	"HUMAN"	NA	NA	NA	397165	355176	403821.5
"TBA8_HUMAN"	"HUMAN"	NA	15522.5	NA	25267	29533.5	30374.5
"TBB3_HUMAN"	"HUMAN"	61600	49068.6666666667	63342.5	NA	NA	NA
"TBB5_HUMAN"	"HUMAN"	717275.333333333	999518	889531	836895.333333333	744543	1117490
"TBC9B_HUMAN"	"HUMAN"	49167.6666666667	33028.3333333333	43496	36459.6666666667	34443	45954.3333333333
"TBCB_HUMAN"	"HUMAN"	59942.3333333333	84881.5	57956	79843	51330.6666666667	72029.3333333333
"TBCD_HUMAN"	"HUMAN"	25405	25597.5	NA	18327.3333333333	23829.5	13694
"TBL1R_HUMAN"	"HUMAN"	109414.5	127957	130921	NA	NA	NA
"TBL3_HUMAN"	"HUMAN"	NA	94443.5	85237.5	80000.6666666667	106980.5	112603
"TCEA1_HUMAN"	"HUMAN"	98571.3333333333	104716.333333333	129512.333333333	136821.333333333	114019	140299
"TCOF_HUMAN"	"HUMAN"	66367.6666666667	54063.6666666667	60048.5	33297.5	28652	18977
"TCP4_HUMAN"	"HUMAN"	175661.5	180682.5	194261	285103.666666667	199886.5	280904.333333333
"TCPA_HUMAN"	"HUMAN"	402393	357116	370125	286462.666666667	369548.333333333	283511.333333333
"TCPB_HUMAN"	"HUMAN"	241105.666666667	206270	300397.666666667	201019.666666667	265760.666666667	203877
"TCPD_HUMAN"	"HUMAN"	319823	510855.666666667	357135	199370	208941	193290.333333333
"TCPE_HUMAN"	"HUMAN"	474514.333333333	529734.333333333	512399.333333333	598466	504637	588463
"TCPG_HUMAN"	"HUMAN"	209112.333333333	203254.333333333	243005.666666667	121796	84142.5	190730
"TCPH_HUMAN"	"HUMAN"	188048.333333333	201859.333333333	269963.333333333	333489.333333333	239744.666666667	316206.333333333
"TCPQ_HUMAN"	"HUMAN"	301175.333333333	305020	334319.666666667	260075.666666667	279946.333333333	276681
"TCPZ_HUMAN"	"HUMAN"	467288.333333333	450909.333333333	370190.333333333	318199	309162.333333333	352960.333333333
"TCTP_HUMAN"	"HUMAN"	325758.333333333	297812	257954.666666667	317586.666666667	282315.333333333	285820.333333333
"TDCE_ECOLI"	"ECOLI"	71615.5	68146	70905.5	100244.333333333	117628.666666667	109465
"TDRD6_HUMAN"	"HUMAN"	24820	24625	26737	NA	NA	NA
"TEBP_HUMAN"	"HUMAN"	368956.5	343352	374097	530667	NA	556508.5
"TECR_HUMAN"	"HUMAN"	380965.333333333	343559	160968.333333333	523995.5	547985.5	428297
"TECTA_HUMAN"	"HUMAN"	27645.5	NA	29384.5	25233.5	NA	NA
"TENS1_HUMAN"	"HUMAN"	77457.5	79300.5	NA	NA	NA	NA
"TENS3_HUMAN"	"HUMAN"	NA	NA	NA	10232.5	6619.5	7664.5
"TEP1_HUMAN"	"HUMAN"	44195	25769.5	69174	24173.6666666667	41767.5	24131.6666666667
"TERA_HUMAN"	"HUMAN"	395872.666666667	386278.666666667	405731.666666667	223527	214964.666666667	230398
"TES_HUMAN"	"HUMAN"	100441.5	68000.3333333333	75999	65111.6666666667	102566.5	80560.5
"TEX10_HUMAN"	"HUMAN"	19677.5	21333	NA	20420.3333333333	22095.6666666667	21771
"TF3C4_HUMAN"	"HUMAN"	11173.5	22443.6666666667	23410	NA	45973.3333333333	48077
"TFR1_HUMAN"	"HUMAN"	360206.333333333	283955	317496.333333333	279305.666666667	254366.333333333	260183.666666667
"THIC_ECOLI"	"ECOLI"	NA	NA	NA	57034.3333333333	52231.6666666667	57535.6666666667
"THIC_HUMAN"	"HUMAN"	102460	102691.5	121784	NA	76376.5	80210
"THIK_HUMAN"	"HUMAN"	71167.3333333333	73846	62917.3333333333	60087.3333333333	60438.3333333333	59423.6666666667
"THIL_HUMAN"	"HUMAN"	94281.3333333333	94490.3333333333	85255.3333333333	97246.6666666667	93967.3333333333	95707.3333333333
"THIM_HUMAN"	"HUMAN"	85318	81436.5	73623	NA	NA	NA
"THOC4_HUMAN"	"HUMAN"	196915.5	185898	162975	NA	NA	NA
"THRC_ECOLI"	"ECOLI"	NA	NA	NA	58937	69241.6666666667	75616.6666666667
"THS7A_HUMAN"	"HUMAN"	5622	5529.5	NA	NA	NA	NA
"TIF1B_HUMAN"	"HUMAN"	209970.666666667	229601.666666667	255473	116604.666666667	93423.6666666667	125134.333333333
"TKT_HUMAN"	"HUMAN"	1080305.66666667	1022898.66666667	1058753.66666667	1096439.33333333	883702.333333333	1121602
"TKT1_ECOLI"	"ECOLI"	17281.6666666667	19659	NA	257496	78891	256212.333333333
"TKT2_ECOLI"	"ECOLI"	21827.3333333333	15812	10862	518882.333333333	597230.333333333	521183.666666667
"TLN1_HUMAN"	"HUMAN"	326576.333333333	316363	316336.333333333	316777.666666667	305076.666666667	330678
"TLN2_HUMAN"	"HUMAN"	5425	6869.5	8231	NA	3654.66666666667	NA
"TMED7_HUMAN"	"HUMAN"	137300.5	125948.5	117525.5	102726	133249.333333333	99714
"TMM43_HUMAN"	"HUMAN"	9145.5	NA	NA	46172	36454	39711
"TNAA_ECOLI"	"ECOLI"	591162.666666667	680169.333333333	641928	2305824.33333333	1985500	2254594.66666667
"TNAP2_HUMAN"	"HUMAN"	11023.5	12323.5	NA	30563.6666666667	29624.6666666667	22311
"TNPO1_HUMAN"	"HUMAN"	206207	193497	195422.666666667	183333.666666667	183232.666666667	189603.333333333
"TNPO3_HUMAN"	"HUMAN"	7055.66666666667	8337.66666666667	14390.6666666667	12331.5	10192.5	9919
"TOIP1_HUMAN"	"HUMAN"	40157.6666666667	42843	36807.3333333333	41079.3333333333	47887	42632.6666666667
"TOLC_ECOLI"	"ECOLI"	NA	NA	NA	108954.333333333	124118.666666667	84473
"TOM34_HUMAN"	"HUMAN"	150368.5	128366	90940.6666666667	NA	NA	NA
"TOM40_HUMAN"	"HUMAN"	60342	NA	NA	NA	82066.5	63191
"TOP1_HUMAN"	"HUMAN"	NA	57311.3333333333	85358.5	71099.5	25812.5	NA
"TOP2A_HUMAN"	"HUMAN"	220192.333333333	195010.666666667	173771.666666667	204271.333333333	214436.666666667	190765.333333333
"TOP2B_HUMAN"	"HUMAN"	38343.3333333333	31063.3333333333	15637.3333333333	NA	NA	NA
"TOPK_HUMAN"	"HUMAN"	92331.6666666667	93996.6666666667	103975.333333333	58510	64391	63012.5
"TPD54_HUMAN"	"HUMAN"	161175.666666667	158142.666666667	142684.333333333	152682	159846	218513
"TPIS_ECOLI"	"ECOLI"	NA	23648	28106.5	409828.666666667	588718	494980.666666667
"TPIS_HUMAN"	"HUMAN"	1455320.66666667	1461671	1598271	974408	957822.666666667	1012294.5
"TPM3L_HUMAN"	"HUMAN"	102127	101846.333333333	113361	108897	162992.333333333	145413.333333333
"TPM4_HUMAN"	"HUMAN"	137678.333333333	154507.666666667	153674.666666667	NA	NA	NA
"TPP1_HUMAN"	"HUMAN"	NA	101953	90232.5	NA	NA	NA
"TPP2_HUMAN"	"HUMAN"	88131.6666666667	73586.3333333333	78862	62788.3333333333	59606.6666666667	62582.3333333333
"TPR_HUMAN"	"HUMAN"	121387.333333333	133151.666666667	97976.3333333333	78475	107069	78339
"TPX_ECOLI"	"ECOLI"	228476	233031	235178	767087.333333333	698843	720870
"TRA2B_HUMAN"	"HUMAN"	494325.5	NA	362772	333794	315023.5	351033.5
"TRAP1_HUMAN"	"HUMAN"	284900	257506.666666667	243243.666666667	124467.666666667	107496	200350.666666667
"TRIO_HUMAN"	"HUMAN"	12588.3333333333	10843.6666666667	9905.33333333333	4350.5	4689	NA
"TRIP6_HUMAN"	"HUMAN"	26250.5	22658.5	25865.5	23234.5	14184	19005
"TRIPB_HUMAN"	"HUMAN"	256583.666666667	253601.666666667	233520	NA	NA	182460
"TRM1L_HUMAN"	"HUMAN"	33843	32289	NA	48792	56060.5	40666.5
"TRNK1_HUMAN"	"HUMAN"	15200	NA	NA	NA	32651.5	21622.5
"TRRAP_HUMAN"	"HUMAN"	24469	27356.6666666667	24159.6666666667	NA	NA	1718.5
"TRXB_ECOLI"	"ECOLI"	NA	NA	NA	158419	173092	158686
"TRXR1_HUMAN"	"HUMAN"	295931.333333333	286124	301819.666666667	302550.333333333	424360.5	435877.5
"TSPOA_HUMAN"	"HUMAN"	43062.5	49172	44371	37911.5	35006	39902.5
"TT21A_HUMAN"	"HUMAN"	100004.5	70690.3333333333	108194.5	92490.6666666667	76700.6666666667	141723
"TTC37_HUMAN"	"HUMAN"	8897.5	NA	5128	NA	NA	4983
"TTL12_HUMAN"	"HUMAN"	145077.666666667	119204.666666667	131564.666666667	93881.3333333333	59294	98039
"TUT4_HUMAN"	"HUMAN"	9342.66666666667	20643.5	12977	27712.6666666667	18597.3333333333	24286.6666666667
"TWF2_HUMAN"	"HUMAN"	NA	NA	NA	49725.5	59545.5	53438
"TXND5_HUMAN"	"HUMAN"	73714.6666666667	52456.3333333333	45337	147055	120136	102402.666666667
"TXNL1_HUMAN"	"HUMAN"	NA	NA	NA	25928.5	NA	21430.5
"TXTP_HUMAN"	"HUMAN"	24799.3333333333	27980.5	NA	43960.3333333333	54750.3333333333	45451
"TYPA_ECOLI"	"ECOLI"	NA	NA	NA	111557.333333333	133569.666666667	120507.666666667
"TYPH_ECOLI"	"ECOLI"	NA	NA	NA	135061.333333333	151627.5	130008.666666667
"TYPH_HUMAN"	"HUMAN"	38326	40905.5	30116	25575	25686.5	25889.5
"U2AF2_HUMAN"	"HUMAN"	77363	85147.5	NA	88414.3333333333	59438	83268.6666666667
"U507_YEAS8"	"YEAST"	NA	NA	NA	90970	87057	83627.5
"U520_HUMAN"	"HUMAN"	101010.666666667	112195	101750.666666667	92679.3333333333	103165.666666667	87848
"U5S1_HUMAN"	"HUMAN"	151311.333333333	147289.666666667	117826	165182.666666667	168327.666666667	160576.666666667
"UACA_HUMAN"	"HUMAN"	83533.5	60188.3333333333	84291.5	128304.5	100143	87310
"UBA1_HUMAN"	"HUMAN"	520720.333333333	521967.666666667	537537.666666667	692436.666666667	564594.666666667	733124
"UBA3_HUMAN"	"HUMAN"	30214.5	26616.5	26848	25077.6666666667	28976.6666666667	28051.3333333333
"UBC9_HUMAN"	"HUMAN"	218920	157371	181654	NA	NA	NA
"UBE2N_HUMAN"	"HUMAN"	204397.5	128573.666666667	173296.5	103370	99635	94280
"UBE4B_HUMAN"	"HUMAN"	25036	19032.5	14818.6666666667	23389	26106	24433
"UBP14_HUMAN"	"HUMAN"	73470.5	71999	52140.3333333333	58967.5	61207.5	58819.5
"UBP2L_HUMAN"	"HUMAN"	33177	35635	41438	37901	47528	44249
"UBP34_HUMAN"	"HUMAN"	20479.5	39280	NA	3136.5	28292	NA
"UBP5_HUMAN"	"HUMAN"	79544.3333333333	70033.6666666667	63050	64201	66587.6666666667	68758
"UBP7_HUMAN"	"HUMAN"	70859	68117	NA	47366.3333333333	51703.3333333333	51189.3333333333
"UBR4_HUMAN"	"HUMAN"	46346	NA	27466.3333333333	16445	16857	15005.3333333333
"UCRI_HUMAN"	"HUMAN"	37725.5	55581.5	87621.5	NA	NA	NA
"UDP_ECOLI"	"ECOLI"	NA	NA	34711.5	230833	195808.666666667	246300.666666667
"UGDH_HUMAN"	"HUMAN"	152467.666666667	138346	113860.333333333	118821.333333333	108682	98852.6666666667
"UGGG1_HUMAN"	"HUMAN"	90645	83140.3333333333	78283.6666666667	75392.6666666667	81410.6666666667	76976
"UGPA_HUMAN"	"HUMAN"	70116	67963.6666666667	51644.3333333333	85032.5	NA	68101.5
"UPAR_HUMAN"	"HUMAN"	38227.6666666667	41472.3333333333	39612.3333333333	33869.6666666667	43191.5	41923
"URB2_HUMAN"	"HUMAN"	NA	NA	NA	17466	NA	23791
"USP9X_HUMAN"	"HUMAN"	29136	28764	NA	43847.5	52280	48842
"USPE_ECOLI"	"ECOLI"	34723.6666666667	35574.3333333333	21888.6666666667	311160	461728.5	355249.333333333
"USPG_ECOLI"	"ECOLI"	NA	NA	NA	417730	427199	426042
"UTP20_HUMAN"	"HUMAN"	21908	21067.3333333333	17760.3333333333	16604.6666666667	16508	16971.3333333333
"UVRB_ECOLI"	"ECOLI"	NA	NA	NA	24198	39318	24776.5
"VAT1_HUMAN"	"HUMAN"	108712.5	17867	NA	65137.3333333333	66431.3333333333	64294.3333333333
"VATA_HUMAN"	"HUMAN"	106556.5	67529.3333333333	92805	74846.3333333333	98660.6666666667	59924.3333333333
"VDAC1_HUMAN"	"HUMAN"	648069.333333333	599488.5	624060.5	448565	491938	440592.666666667
"VDAC2_HUMAN"	"HUMAN"	467918.333333333	433172	436223.333333333	372863	358020.333333333	353393
"VDAC3_HUMAN"	"HUMAN"	197311	205344.5	234544	NA	297842	NA
"VIGLN_HUMAN"	"HUMAN"	63108.6666666667	64107	8578	24905.3333333333	35803.5	34479.5
"VIME_HUMAN"	"HUMAN"	549455.333333333	1076713.33333333	587279.666666667	969782.666666667	784341.666666667	903211
"VINC_HUMAN"	"HUMAN"	415222.666666667	352530	172804.666666667	360474	330867	388553
"VP13A_HUMAN"	"HUMAN"	74923.3333333333	72430.6666666667	75229	28269	22589.6666666667	18439.6666666667
"VP13C_HUMAN"	"HUMAN"	NA	NA	NA	6918.66666666667	5693	5478.33333333333
"VP13D_HUMAN"	"HUMAN"	8207	NA	3773.33333333333	1133	NA	2618.5
"VPS35_HUMAN"	"HUMAN"	2448.5	NA	9941.66666666667	NA	2873	NA
"WDFY3_HUMAN"	"HUMAN"	8650.33333333333	NA	NA	5308.5	11819.6666666667	NA
"WDFY4_HUMAN"	"HUMAN"	12049	12110	19067.5	19871.5	15965	NA
"WDR1_HUMAN"	"HUMAN"	128283	125333.5	NA	100331	122756	88559.5
"WDR36_HUMAN"	"HUMAN"	12614	20077.5	16627.6666666667	14651.5	NA	NA
"WDR61_HUMAN"	"HUMAN"	NA	29572	24883.6666666667	NA	NA	NA
"WDR87_HUMAN"	"HUMAN"	29187.3333333333	29277.3333333333	20249.6666666667	27308.6666666667	33506.6666666667	25826.3333333333
"XIRP2_HUMAN"	"HUMAN"	25548.3333333333	26216.6666666667	28430.6666666667	2637	1966	NA
"XPO1_HUMAN"	"HUMAN"	110732.666666667	112938	89735.3333333333	98033.6666666667	84726.6666666667	99705.3333333333
"XPO2_HUMAN"	"HUMAN"	226058.333333333	206949	184300	196504.333333333	222922.666666667	205166
"XPO5_HUMAN"	"HUMAN"	18090.3333333333	24142	21371	NA	19712.5	21912
"XPOT_HUMAN"	"HUMAN"	68365.5	60893.5	66116	42676	43752.5	43707
"XRCC5_HUMAN"	"HUMAN"	361391	337855	625529.333333333	308669.333333333	258021.666666667	309607.666666667
"XRCC6_HUMAN"	"HUMAN"	769444.333333333	779740.666666667	849387.333333333	659772.666666667	788222.333333333	712985.333333333
"XRN2_HUMAN"	"HUMAN"	100024	92750.5	NA	100962.5	85027	102100
"XYLF_ECOLI"	"ECOLI"	NA	NA	NA	22904.5	20248	20821
"YAEH_ECOLI"	"ECOLI"	NA	NA	NA	253461	345754	304439
"YAGE_ECOLI"	"ECOLI"	134289.5	90379.6666666667	105395	836358.666666667	894045.666666667	792657.666666667
"YAGF_ECOLI"	"ECOLI"	NA	NA	NA	459931.333333333	464540	437709.666666667
"YAJO_ECOLI"	"ECOLI"	NA	NA	NA	87464.3333333333	69662.3333333333	75933.6666666667
"YAJQ_ECOLI"	"ECOLI"	33009	NA	26741	297638.5	272194	259511.666666667
"YBAY_ECOLI"	"ECOLI"	12066.5	10856	13244.5	133979.5	128463.5	133625
"YBOX1_HUMAN"	"HUMAN"	286374	275337.5	NA	NA	NA	NA
"YBOX3_HUMAN"	"HUMAN"	NA	NA	NA	32848	40622	34327.5
"YCAC_ECOLI"	"ECOLI"	71641.3333333333	70159.6666666667	125103.333333333	811164.5	850101.5	862870
"YCHF_ECOLI"	"ECOLI"	NA	NA	NA	56730.5	53115	64682.5
"YCHN_ECOLI"	"ECOLI"	NA	NA	NA	240667	230808.5	202674.5
"YDCH_ECOLI"	"ECOLI"	NA	NA	NA	NA	102146	98223
"YDCL_ECOLI"	"ECOLI"	3761.5	5335	2525.5	92548	88803.6666666667	87690
"YDGA_ECOLI"	"ECOLI"	14558.6666666667	NA	NA	184656.666666667	168548.333333333	181072.666666667
"YDGH_ECOLI"	"ECOLI"	NA	NA	NA	32124.5	31296	31622
"YDHF_ECOLI"	"ECOLI"	NA	NA	NA	NA	147010	137424
"YEAD_ECOLI"	"ECOLI"	23643	28544.6666666667	20661.5	156847.5	205246	159407
"YEAG_ECOLI"	"ECOLI"	29025	38444.5	52714.5	127420.666666667	116831.333333333	119815.333333333
"YEGP_ECOLI"	"ECOLI"	NA	14086	NA	169707.5	128575.5	144333
"YEGQ_ECOLI"	"ECOLI"	NA	NA	NA	57075	NA	55562.5
"YGAU_ECOLI"	"ECOLI"	102443	137039	136878.5	345613.666666667	351685.666666667	614748
"YGEY_ECOLI"	"ECOLI"	NA	NA	NA	106506	112346	110988.666666667
"YGIW_ECOLI"	"ECOLI"	NA	NA	NA	200319	105269	151157.666666667
"YHCB_ECOLI"	"ECOLI"	11310.5	12906.5	14329.5	244970.5	NA	263856
"YIFE_ECOLI"	"ECOLI"	NA	NA	NA	48607	59094	NA
"YIHD_ECOLI"	"ECOLI"	NA	NA	NA	200403	187329	198117
"YIM1_YEAS8"	"YEAST"	51273.3333333333	45235.6666666667	54722.5	NA	NA	NA
"YJEI_ECOLI"	"ECOLI"	NA	NA	NA	270588	273268.5	271106.5
"YJGB_ECOLI"	"ECOLI"	18496.3333333333	21049.3333333333	34318	260390.333333333	281162	275810.666666667
"YJJK_ECOLI"	"ECOLI"	NA	29831	NA	226704	205491.666666667	254695.333333333
"YNHG_ECOLI"	"ECOLI"	NA	NA	NA	44306.5	39214.5	NA
"YQJD_ECOLI"	"ECOLI"	NA	NA	NA	259325.5	188010.5	106296.5
"YTDC2_HUMAN"	"HUMAN"	39837.6666666667	32983.3333333333	31179.6666666667	30138	29082.3333333333	18904.5
"ZCCHV_HUMAN"	"HUMAN"	64821	61917.6666666667	59683	68497	64424	68612.6666666667
"ZCH18_HUMAN"	"HUMAN"	33586.5	26363.5	29168.5	27467	26812	27560.5
"ZFR_HUMAN"	"HUMAN"	22925	NA	34030	NA	NA	NA
"ZN292_HUMAN"	"HUMAN"	78666.5	NA	NA	139574.5	123156.5	153715
